id,date,theme,text,category,summary,sentiment,severity,churn_risk,root_cause,recommendation
406,2025-10-24,Несоответствие,Товар совсем не соответствует описанию на сайте. Очень недоволен этой ситуацией.,Качество товара,Несоответствие товара описанию,negative,4,medium,Несоответствие товара описанию,Проверить описания товаров на соответствие реальному товару
638,2025-10-24,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка,Проблема поиска адреса доставки,negative,2,low,,Проверить точность данных в системе доставки
774,2025-10-25,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа. Хотелось бы понять, что делать дальше.",Мобильное приложение,Проблема входа в приложение,negative,2,medium,,Проверить статус сессии и аутентификацию
530,2025-10-25,Повреждение,Заказ приехал с поврежденной упаковкой. Это уже не первый раз.,Доставка,Поврежденная упаковка при доставке,negative,3,medium,Поврежденная уп: не указано,Проверить качество упаковки перед доставкой
941,2025-10-26,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает.",Поддержка,Отсутствие ответа в поддержке,negative,3,medium,Отсутствие ответа в поддержке,Увеличить автоматизацию ответов в поддержке
154,2025-10-27,Изменилась цена,"В корзине цена товара оказалась выше, чем на странице товара. Прошу срочно решить проблему.",Цена,Неправильная цена в корзине,negative,3,medium,,Проверить синхронизацию цен в корзине
239,2025-10-27,Поврежденный товар,Товар приехал поврежденным и пользоваться им невозможно.,Качество товара,Поврежденный товар,negative,5,high,,Исправить доставку и проверку товара
687,2025-10-27,Долгое ожидание,Очень долго ждал ответа оператора.,Поддержка,Долгое ожидание ответа,negative,2,low,,Оптимизировать обработку запросов
876,2025-10-28,Курьер,Курьер не приехал в назначенное время и не позвонил.,Доставка,Отсутствие уведомления о доставке,negative,2,low,Отсутствие уведомления о доставке,Улучшить систему уведомлений курьера
675,2025-10-28,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа. Хотелось бы понять, что делать дальше.",Мобильное приложение,Проблема входа в приложение,negative,2,medium,,Проверить статус сессии и аутентификацию
203,2025-10-29,Документы,"В документах к заказу указаны неверные данные. Надеюсь, вопрос получится быстро решить.",Документы,Неверные данные в документах,neutral,2,low,,Проверить данные в документах
217,2025-10-29,Счет,"Не могу получить счет на заказ. Надеюсь, вопрос получится быстро решить.",Документы,Отсутствие счета на заказ,neutral,2,low,,Проверить систему генерации счетов
345,2025-10-31,Повреждение,Заказ приехал с поврежденной упаковкой.,Доставка,Поврежденная упаковка при доставке,negative,2,low,,Проверить качество упаковки перед доставкой
186,2025-10-31,Двойное списание,С карты дважды списали деньги за один заказ. Прошу срочно решить проблему.,Оплата,Двойное списание заказа,negative,5,high,,Возврат средств за двойное списание
998,2025-11-01,Счет,Не могу получить счет на заказ. Это уже не первый раз.,Документы,Ошибка получения счета,negative,2,medium,,Проверить систему генерации счетов
414,2025-11-01,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили. Надеюсь, вопрос получится быстро решить.",Возвраты,Задержка возврата средств,neutral,2,low,,Ускорить обработку возвратов
653,2025-11-01,Повреждение,Заказ приехал с поврежденной упаковкой. Очень недоволен этой ситуацией.,Доставка,Поврежденная упаковка при доставке,negative,3,medium,Поврежденная упатовка при доставке,Проверить качество упаковки перед отправкой
429,2025-11-01,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает.",Поддержка,Отсутствие ответа в поддержке,negative,3,medium,Отсутствие ответа в поддержке,Увеличить автоматизацию ответов в поддержке
551,2025-11-02,Пропали бонусы,Из личного кабинета исчезли мои бонусные баллы. Очень недоволен этой ситуацией.,Бонусная программа,Бонусные баллы исчезли,negative,3,medium,,Проверить систему учета баллов
352,2025-11-02,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили. Прошу помочь разобраться.",Возвраты,Задержка возврата средств,negative,2,medium,,Проверить статус возврата в системе
215,2025-11-02,Авторизация,Не могу войти в личный кабинет. Поддержка тоже не помогла.,Личный кабинет,Проблема входа в личный кабинет,negative,2,medium,,Проверить доступ к личному кабинету
386,2025-11-03,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока.,Доставка,Задержка доставки,negative,3,medium,,Ускорить обработку заказов
424,2025-11-03,Курьер,Курьер не приехал в назначенное время и не позвонил.,Доставка,Отсутствие уведомления о доставке,negative,2,low,Отсутствие уведомления о доставке,Улучшить систему уведомлений курьера
259,2025-11-03,Возврат товара,"Хочу вернуть товар, но не понимаю, как оформить возврат. Прошу срочно решить проблему.",Возвраты,Сложность оформления возврата,negative,2,medium,не понимает как оформить возврат,Упростить процесс оформления возврата
765,2025-11-03,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили. Прошу помочь разобраться.",Возвраты,Задержка возврата средств,negative,2,medium,,Проверить статус возврата в системе
866,2025-11-04,Несоответствие,Товар совсем не соответствует описанию на сайте.,Качество товара,Несоответствие товара описанию,negative,3,medium,,Проверить описания товаров на соответствие реальному товару
5,2025-11-05,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока. Это уже не первый раз.,Доставка,Задержка доставки,negative,3,medium,,Ускорить обработку заказов
404,2025-11-05,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка,Задержка курьера,negative,2,low,,Уточнить статус доставки у курьера
531,2025-11-06,Ошибка оплаты,"Не могу оплатить заказ банковской картой, постоянно появляется ошибка. Прошу срочно решить проблему.",Оплата,Ошибка оплаты банковской картой,negative,4,high,,Проверить систему оплаты банковских карт
447,2025-11-06,Курьер,Курьер не приехал в назначенное время и не позвонил.,Доставка,Отсутствие уведомления о доставке,negative,2,low,Отсутствие уведомления о доставке,Улучшить систему уведомлений курьера
353,2025-11-06,Ошибка оплаты,"Не могу оплатить заказ банковской картой, постоянно появляется ошибка. Прошу срочно решить проблему.",Оплата,Ошибка оплаты банковской картой,negative,4,high,,Проверить систему оплаты банковских карт
1000,2025-11-07,Не начислены бонусы,За покупку не начислили обещанные бонусы.,Бонусная программа,Не начислены бонусы,negative,2,medium,,Проверить систему начисления бонусов
298,2025-11-07,Корзина,"Добавляю товар в корзину, но он сразу исчезает. Поддержка тоже не помогла.",Мобильное приложение,Текст должен быть 3-7 слов,positive,2,low,,Проверить логику добавления в корзину
625,2025-11-07,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке. Поддержка тоже не помогла.",Оплата,Ошибка оплаты банковской картой,negative,3,medium,,Проверить систему оплаты на ошибки
173,2025-11-07,Несоответствие,Товар совсем не соответствует описанию на сайте. Это уже не первый раз.,Качество товара,Несоответствие товара описанию,negative,3,medium,Несоответствие товара описанию,Улучшить проверку товаров перед отправкой
498,2025-11-08,Долгое ожидание,Очень долго ждал ответа оператора.,Поддержка,Долгое ожидание ответа,negative,2,low,,Оптимизировать обработку запросов
461,2025-11-08,Возврат товара,"Хочу вернуть товар, но не понимаю, как оформить возврат. Поддержка тоже не помогла.",Возвраты,Сложность оформления возврата,negative,2,medium,Неясность процесса возврата,Упростить процесс оформления возврата
252,2025-11-08,Профиль,Не получается изменить номер телефона в профиле.,Личный кабинет,Ошибка изменения номера телефона,negative,2,low,,Проверить доступ к профилю
583,2025-11-09,Возврат товара,"Хочу вернуть товар, но не понимаю, как оформить возврат.",Возвраты,Сложность оформления возврата,negative,2,low,не понимает как оформить возврат,Упростить процесс оформления возврата
422,2025-11-09,Курьер,"Курьер не приехал в назначенное время и не позвонил. Если вопрос не решится, больше у вас покупать не буду.",Доставка,Курьер не пришёл в срок,negative,5,high,Курьер не пришёл в срок,Уведомлять курьёра о задержке доставки
983,2025-11-10,Ошибка оплаты,"Не могу оплатить заказ банковской картой, постоянно появляется ошибка. Если вопрос не решится, больше у вас покупать не буду.",Оплата,Ошибка оплаты банковской картой,negative,5,high,,Исправить ошибку оплаты банковской картой
949,2025-11-11,Брак,Получил товар с явным браком. Очень недоволен этой ситуацией.,Качество товара,Брак товара,negative,4,high,,Исправить брак товара
970,2025-11-11,Двойное списание,С карты дважды списали деньги за один заказ.,Оплата,Двойное списание заказа,negative,5,high,,Проверить систему списаний
346,2025-11-11,Повреждение,Заказ приехал с поврежденной упаковкой.,Доставка,Поврежденная упаковка при доставке,negative,2,low,,Проверить качество упаковки перед доставкой
788,2025-11-11,Списание бонусов,"Не получается использовать накопленные бонусы при оплате. Надеюсь, вопрос получится быстро решить.",Бонусная программа,Ошибка использования бонусов при оплате,neutral,2,low,,Проверить интеграцию бонусной системы с платежной системой
459,2025-11-12,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка,Задержка курьера,negative,2,low,,Уточнить статус доставки у курьера
593,2025-11-12,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа.",Мобильное приложение,Ошибка входа в приложение,negative,3,medium,,Проверить аутентификацию на сервере
821,2025-11-12,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока. Прошу срочно решить проблему.,Доставка,Задержка доставки,negative,4,medium,,Ускорить обработку заказов
731,2025-11-13,Двойное списание,С карты дважды списали деньги за один заказ. Это уже не первый раз.,Оплата,Двойное списание заказа,negative,4,medium,,Проверить систему двойного списания
380,2025-11-13,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка,Задержка курьера,negative,2,low,,Уточнить статус доставки у курьера
218,2025-11-14,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал. Поддержка тоже не помогла.",Доставка,Задержка курьера,negative,2,medium,,Уточнить статус доставки у курьера
910,2025-11-15,Возврат денег,"Деньги после отмены заказа до сих пор не вернулись. Надеюсь, вопрос получится быстро решить.",Оплата,Отсутствие возврата после отмены заказа,neutral,2,low,,Ускорить обработку возвратов после отмены заказа
275,2025-11-16,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами.,Поддержка,Переключения между отделами,negative,3,medium,,Улучшить координацию между отделами
558,2025-11-16,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает.",Поддержка,Отсутствие ответа в поддержке,negative,3,medium,Отсутствие ответа в поддержке,Увеличить автоматизацию ответов в поддержке
841,2025-11-17,Ошибка приложения,Приложение зависает при оформлении заказа.,Мобильное приложение,Зависание при оформлении заказа,negative,2,medium,,Оптимизировать процесс оформления заказа
474,2025-11-18,Повреждение,Заказ приехал с поврежденной упаковкой. Это уже не первый раз.,Доставка,Поврежденная упаковка при доставке,negative,3,medium,Поврежденная уп: не указано,Проверить качество упаковки перед доставкой
405,2025-11-18,Отказ в возврате,Мне отказали в возврате товара без понятного объяснения. Поддержка тоже не помогла.,Возвраты,Отказ в возврате без объяснения,negative,3,medium,,Уточнить причины отказа возврата
408,2025-11-18,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке.",Оплата,Ошибка оплаты банковской картой,negative,2,low,,Проверить систему оплаты на ошибки
953,2025-11-19,Документы,В документах к заказу указаны неверные данные. Поддержка тоже не помогла.,Документы,Неверные данные в документах,negative,2,low,,Проверить данные в документах заказа
279,2025-11-20,Долгое ожидание,Очень долго ждал ответа оператора.,Поддержка,Долгое ожидание ответа,negative,2,low,,Оптимизировать обработку запросов
830,2025-11-20,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке. Подскажите, пожалуйста, как решить эту проблему.",Оплата,Ошибка оплаты банковской картой,neutral,2,low,,Проверить данные карты на сервере
478,2025-11-20,Двойное списание,С карты дважды списали деньги за один заказ.,Оплата,Двойное списание заказа,negative,5,high,,Проверить систему списаний
281,2025-11-21,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает. Хотелось бы понять, что делать дальше.",Поддержка,Отсутствие ответа в поддержке,negative,3,medium,Отсутствие ответа в поддержке,Увеличить автоматизацию ответов в поддержке
94,2025-11-21,Возврат денег,Деньги после отмены заказа до сих пор не вернулись.,Оплата,Отсутствие возврата после отмены заказа,negative,3,medium,,Ускорить обработку возвратов после отмены заказа
728,2025-11-21,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке. Хотелось бы понять, что делать дальше.",Оплата,Ошибка оплаты банковской картой,negative,2,low,,Проверить данные карты и транзакцию
407,2025-11-22,Счет,Не могу получить счет на заказ. Прошу срочно решить проблему.,Документы,Отсутствие счета на заказ,negative,4,medium,,Создать счет для заказа
300,2025-11-22,Возврат денег,Деньги после отмены заказа до сих пор не вернулись. Очень недоволен этой ситуацией.,Оплата,Ожидание возврата после отмены заказа,negative,4,high,,Ускорить обработку возвратов после отмены заказа
316,2025-11-23,Изменилась цена,"В корзине цена товара оказалась выше, чем на странице товара. Очень недоволен этой ситуацией.",Цена,Неверная цена в корзине,negative,3,medium,,Проверить синхронизацию цен в корзине
712,2025-11-23,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока.,Доставка,Задержка доставки,negative,3,medium,,Ускорить обработку заказов
208,2025-11-23,Списание бонусов,Не получается использовать накопленные бонусы при оплате.,Бонусная программа,Проблема использования бонусов при оплате,negative,2,medium,,Проверить интеграцию бонусной системы с платежной системой
922,2025-11-23,Авторизация,"Не могу войти в личный кабинет. Надеюсь, вопрос получится быстро решить.",Личный кабинет,Проблема входа в личный кабинет,neutral,2,low,,Проверить доступ к личному кабинету
333,2025-11-24,Брак,Получил товар с явным браком.,Качество товара,Брак товара,negative,4,high,,Проверить качество поставок
880,2025-11-24,Отказ в возврате,Мне отказали в возврате товара без понятного объяснения.,Возвраты,Отказ в возврате без объяснения,negative,3,medium,,Уточнить причины отказа возврата
292,2025-11-24,Документы,В документах к заказу указаны неверные данные.,Документы,Неверные данные в документах заказа,negative,2,low,,Проверить данные в документах заказа
794,2025-11-24,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке. Надеюсь, вопрос получится быстро решить.",Оплата,Ошибка оплаты банковской картой,neutral,2,low,,Проверить данные карты и транзакцию
977,2025-11-24,Документы,В документах к заказу указаны неверные данные.,Документы,Неверные данные в документах заказа,negative,2,low,,Проверить данные в документах заказа
495,2025-11-24,Чек,Не получил электронный чек после покупки.,Документы,Отсутствие электронного чека после покупки,negative,2,low,,Уведомлять о чеке после оплаты
40,2025-11-24,Возврат товара,"Хочу вернуть товар, но не понимаю, как оформить возврат.",Возвраты,Сложность оформления возврата,negative,2,low,не понимает как оформить возврат,Упростить процесс оформления возврата
534,2025-11-24,Повреждение,Заказ приехал с поврежденной упаковкой.,Доставка,Поврежденная упаковка при доставке,negative,2,low,,Проверить качество упаковки перед доставкой
1,2025-11-24,Курьер,Курьер не приехал в назначенное время и не позвонил.,Доставка,Отсутствие уведомления о доставке,negative,2,low,Отсутствие уведомления о доставке,Улучшить систему уведомлений курьера
113,2025-11-25,Отказ в возврате,Мне отказали в возврате товара без понятного объяснения. Прошу срочно решить проблему.,Возвраты,Отказ в возврате без объяснения,negative,4,medium,,Уточнить причины отказа возврата
535,2025-11-25,Скидка,Обещанная скидка не применилась при оформлении заказа.,Цена,Скидка не применилась при оформлении заказа,negative,2,medium,неизвестно,Проверить условия применения скидки
36,2025-11-25,Возврат денег,"Деньги после отмены заказа до сих пор не вернулись. Подскажите, пожалуйста, как решить эту проблему.",Оплата,Отсутствие возврата после отмены заказа,negative,2,medium,,Проверить статус отмены заказа и активировать возврат
448,2025-11-25,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили. Прошу помочь разобраться.",Возвраты,Задержка возврата средств,negative,2,medium,,Проверить статус возврата в системе
642,2025-11-25,Документы,"В документах к заказу указаны неверные данные. Подскажите, пожалуйста, как решить эту проблему.",Документы,Неверные данные в документах заказа,neutral,2,low,,Проверить данные заказа
195,2025-11-27,Долгое ожидание,Очень долго ждал ответа оператора. Поддержка тоже не помогла.,Поддержка,Долгое ожидание ответа,negative,2,medium,недостаточное количество операторов,Увеличить количество операторов
413,2025-11-27,Не начислены бонусы,"За покупку не начислили обещанные бонусы. Надеюсь, вопрос получится быстро решить.",Бонусная программа,Не начислены бонусы,neutral,2,low,,Проверить систему начисления бонусов
420,2025-11-27,Двойное списание,С карты дважды списали деньги за один заказ. Это уже не первый раз.,Оплата,Двойное списание заказа,negative,4,medium,,Проверить систему двойного списания
770,2025-11-28,Несоответствие,Товар совсем не соответствует описанию на сайте. Очень недоволен этой ситуацией.,Качество товара,Несоответствие товара описанию,negative,4,medium,Несоответствие товара описанию,Проверить описания товаров на соответствие реальному товару
181,2025-11-28,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке. Прошу срочно решить проблему.",Оплата,Ошибка оплаты банковской картой,negative,4,medium,,Проверить систему оплаты на ошибки
611,2025-11-28,Двойное списание,С карты дважды списали деньги за один заказ.,Оплата,Двойное списание заказа,negative,5,high,,Проверить систему списаний
6,2025-11-29,Долгое ожидание,Очень долго ждал ответа оператора.,Поддержка,Долгое ожидание ответа,negative,2,low,,Оптимизировать обработку запросов
710,2025-11-29,Ошибка приложения,"После обновления приложение перестало запускаться. Подскажите, пожалуйста, как решить эту проблему.",Мобильное приложение,Приложение не запускается после обновления,negative,2,low,,Проверить совместимость версии приложения с операционной системой
456,2025-11-29,Двойное списание,С карты дважды списали деньги за один заказ.,Оплата,Двойное списание заказа,negative,5,high,,Проверить систему списаний
533,2025-11-30,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке. Надеюсь, вопрос получится быстро решить.",Оплата,Ошибка оплаты банковской картой,neutral,2,low,,Проверить данные карты и транзакцию
599,2025-11-30,Возврат денег,Деньги после отмены заказа до сих пор не вернулись.,Оплата,Отсутствие возврата после отмены заказа,negative,3,medium,,Ускорить обработку возвратов после отмены заказа
752,2025-11-30,Чек,Не получил электронный чек после покупки.,Документы,Отсутствие электронного чека после покупки,negative,2,low,,Уведомлять о чеке после оплаты
807,2025-12-01,Несоответствие,"Товар совсем не соответствует описанию на сайте. Хотелось бы понять, что делать дальше.",Качество товара,Несоответствие товара описанию,negative,2,medium,,Проверить соответствие товара описанию на сайте
816,2025-12-01,Корзина,"Добавляю товар в корзину, но он сразу исчезает. Прошу срочно решить проблему.",Мобильное приложение,Товар исчезает из корзины,negative,4,high,,Проверить логику добавления в корзину
598,2025-12-01,Скидка,"Обещанная скидка не применилась при оформлении заказа. Хотелось бы понять, что делать дальше.",Цена,Не применена обещанная скидка,negative,2,medium,,Проверить условия применения скидки
827,2025-12-02,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока.,Доставка,Задержка доставки,negative,3,medium,,Ускорить обработку заказов
846,2025-12-02,Ошибка оплаты,"Не могу оплатить заказ банковской картой, постоянно появляется ошибка.",Оплата,Ошибка оплаты банковской картой,negative,2,low,,Проверить интеграцию банковской карты
690,2025-12-02,Скидка,Обещанная скидка не применилась при оформлении заказа.,Цена,Скидка не применилась при оформлении заказа,negative,2,medium,неизвестно,Проверить условия применения скидки
354,2025-12-02,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами. Это уже не первый раз.,Поддержка,Переключения между отделами,negative,3,medium,неправильная координация между отделами,Улучшить координацию между отделами
129,2025-12-02,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке. Хотелось бы понять, что делать дальше.",Оплата,Ошибка оплаты банковской картой,negative,2,low,,Проверить данные карты и транзакцию
902,2025-12-02,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили.",Возвраты,Задержка возврата средств,negative,2,medium,,Ускорить обработку возвратов
25,2025-12-02,Несоответствие,"Товар совсем не соответствует описанию на сайте. Хотелось бы понять, что делать дальше.",Качество товара,Несоответствие товара описанию,negative,2,medium,,Проверить соответствие товара описанию на сайте
484,2025-12-02,Ошибка оплаты,"Не могу оплатить заказ банковской картой, постоянно появляется ошибка. Поддержка тоже не помогла.",Оплата,Ошибка оплаты банковской картой,negative,3,medium,,Проверить интеграцию банковской карты
371,2025-12-03,История заказов,В личном кабинете пропала история моих заказов.,Личный кабинет,Пропажа истории заказов,negative,3,medium,,Проверить базу данных заказов
916,2025-12-03,Возврат денег,Деньги после отмены заказа до сих пор не вернулись.,Оплата,Отсутствие возврата после отмены заказа,negative,3,medium,,Ускорить обработку возвратов после отмены заказа
787,2025-12-03,Возврат товара,"Хочу вернуть товар, но не понимаю, как оформить возврат. Это уже не первый раз.",Возвраты,Сложность оформления возврата,negative,2,medium,неизвестно,Упростить процесс оформления возврата
301,2025-12-04,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает. Очень недоволен этой ситуацией.",Поддержка,Отсутствие ответа в поддержке,negative,3,high,Отсутствие ответа в поддержке,Увеличить автоматизацию ответов в поддержке
340,2025-12-05,Не начислены бонусы,За покупку не начислили обещанные бонусы.,Бонусная программа,Не начислены бонусы,negative,2,medium,,Проверить систему начисления бонусов
226,2025-12-05,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа. Подскажите, пожалуйста, как решить эту проблему.",Мобильное приложение,Ошибка входа в приложение,negative,3,medium,,Проверить статус сессии и аутентификацию
437,2025-12-05,Двойное списание,"С карты дважды списали деньги за один заказ. Надеюсь, вопрос получится быстро решить.",Оплата,Двойное списание заказа,neutral,3,low,,Проверить систему списаний
132,2025-12-06,Долгое ожидание,Очень долго ждал ответа оператора.,Поддержка,Долгое ожидание ответа,negative,2,low,,Оптимизировать обработку запросов
269,2025-12-06,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа. Хотелось бы понять, что делать дальше.",Мобильное приложение,Проблема входа в приложение,negative,2,medium,,Проверить статус сессии и аутентификацию
89,2025-12-06,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока.,Доставка,Задержка доставки,negative,3,medium,,Ускорить обработку заказов
835,2025-12-07,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает. Поддержка тоже не помогла.",Поддержка,Отсутствие ответа в поддержке,negative,3,medium,Отсутствие ответа в поддержке,Увеличить автоматизированную проверку ответов
847,2025-12-07,Не начислены бонусы,За покупку не начислили обещанные бонусы.,Бонусная программа,Не начислены бонусы,negative,2,medium,,Проверить систему начисления бонусов
979,2025-12-07,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает. Подскажите, пожалуйста, как решить эту проблему.",Поддержка,Отсутствие ответа в поддержке,negative,2,medium,Отсутствие ответа в поддержке,Увеличить частоту ответов в поддержке
887,2025-12-08,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами.,Поддержка,Переключения между отделами,negative,3,medium,,Улучшить координацию между отделами
620,2025-12-08,Курьер,Курьер не приехал в назначенное время и не позвонил.,Доставка,Отсутствие уведомления о доставке,negative,2,low,Отсутствие уведомления о доставке,Улучшить систему уведомлений курьера
385,2025-12-08,Задержка доставки,"Жду заказ уже несколько дней дольше обещанного срока. Подскажите, пожалуйста, как решить эту проблему.",Доставка,Задержка доставки,negative,3,medium,,Уточнить причины задержки и уведомить клиента о планах по исправлению
615,2025-12-09,Задержка доставки,"Жду заказ уже несколько дней дольше обещанного срока. Хотелось бы понять, что делать дальше.",Доставка,Задержка доставки,negative,3,medium,,Уточнить причины задержки и уведомить клиента
696,2025-12-09,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал. Подскажите, пожалуйста, как решить эту проблему.",Доставка,Задержка курьера,negative,2,low,,Уточнить статус доставки
391,2025-12-09,Ошибка приложения,"После обновления приложение перестало запускаться. Подскажите, пожалуйста, как решить эту проблему.",Мобильное приложение,Приложение не запускается после обновления,negative,2,low,,Проверить совместимость версии приложения с операционной системой
241,2025-12-10,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока.,Доставка,Задержка доставки,negative,3,medium,,Ускорить обработку заказов
496,2025-12-10,Долгое ожидание,Очень долго ждал ответа оператора. Прошу помочь разобраться.,Поддержка,Долгое ожидание ответа,negative,2,low,,Увеличить количество операторов
432,2025-12-10,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили.",Возвраты,Задержка возврата средств,negative,2,medium,,Ускорить обработку возвратов
81,2025-12-10,Долгое ожидание,Очень долго ждал ответа оператора.,Поддержка,Долгое ожидание ответа,negative,2,low,,Оптимизировать обработку запросов
